chid,alt,x1,x2,x3,s1,s2,e1,e2,o1,dist,LC,utility,match
3096,1,7,16,2,s13,s21,e11,e22,o13,4.44,3,-1.330408012,0
3097,0,11,5,1.5,s12,s21,e12,e22,o13,5.41,1,-1.925560627,1
3097,1,9,16,2.75,s12,s21,e12,e22,o13,5.41,1,-2.867528583,0
3098,0,6,5,2,s11,s21,e13,e21,o13,3.04,1,-1.518681408,1
3098,1,4,17,2,s11,s21,e13,e21,o13,3.04,1,-2.565893054,0
3099,0,17,4,1.5,s13,s21,e12,e22,o13,6.8,3,-2.285451917,1
3099,1,10,16,2.75,s13,s21,e12,e22,o13,6.8,3,-2.388531236,0
3100,0,28,4,1.5,s11,s21,e11,e22,o12,15.95,3,-3.48811594,0
3100,1,26,16,4.25,s11,s21,e11,e22,o12,15.95,3,-3.307895295,1
3101,0,13,5,1.5,s12,s21,e13,e22,o11,5.23,1,-2.322869646,0
3101,1,8,14,2.75,s12,s21,e13,e22,o11,5.23,1,-2.228191726,1
3102,0,10,4,1.5,s12,s21,e11,e21,o12,4.37,1,-1.78287009,0
3102,1,7,16,2,s12,s21,e11,e21,o12,4.37,1,-1.421905813,1
3103,0,6,4,1.5,s12,s23,e11,e21,o11,2.52,1,-1.585663553,0
3103,1,4,15,2,s12,s23,e11,e21,o11,2.52,1,-0.839239786,1
3104,0,11,6,2,s12,s23,e11,e22,o12,6.85,1,-2.396552427,0
3104,1,11,16,2.75,s12,s23,e11,e22,o12,6.85,1,-1.847384578,1
3105,0,7,5,1.5,s12,s21,e11,e22,o14,2.83,1,-1.629520638,0
3105,1,4,13,2,s12,s21,e11,e22,o14,2.83,1,-0.626965006,1
3106,0,8,5,1.5,s11,s21,e11,e22,o11,4.53,3,-1.669662781,0
3106,1,7,12,2,s11,s21,e11,e22,o11,4.53,3,-0.575523845,1
3107,0,8,4,1.5,s11,s21,e11,e21,o11,4.14,3,-1.608044144,0
3107,1,6,13,2,s11,s21,e11,e21,o11,4.14,3,-1.139813476,1
3108,0,6,5,1.5,s12,s23,e11,e21,o13,3.43,1,-1.863934196,0
3108,1,6,16,2,s12,s23,e11,e21,o13,3.43,1,-1.251472985,1
3109,0,15,7,2,s12,s21,e12,e22,o12,10.85,1,-2.891465861,1
3109,1,16,16,3.5,s12,s21,e12,e22,o12,10.85,1,-3.333532794,0
3110,0,5,7,1.5,s11,s21,e13,e23,o12,4.13,3,-1.637120322,1
3110,1,7,16,2,s11,s21,e13,e23,o12,4.13,3,-2.412597229,0
3111,0,10,4,1.5,s12,s21,e11,e22,o13,4.97,1,-1.962947514,0
3111,1,7,16,2,s12,s21,e11,e22,o13,4.97,1,-1.362822062,1
3112,0,14,4,1.5,s11,s23,e12,e22,o14,7.54,2,-2.648939771,1
3112,1,10,19,2.75,s11,s23,e12,e22,o14,7.54,2,-4.750359895,0
3113,0,4,6,1.5,s12,s23,e11,e22,o13,2.19,1,-1.389770098,0
3113,1,3,13,2,s12,s23,e11,e22,o13,2.19,1,-0.496068269,1
3114,0,10,6,1.5,s11,s21,e11,e22,o13,4.73,3,-1.910946552,0
3114,1,7,15,2,s11,s21,e11,e22,o13,4.73,3,-0.929798711,1
3115,0,35,5,2,s13,s21,e12,e22,o13,10.68,3,-4.458407925,0
3115,1,15,15,3.5,s13,s21,e12,e22,o13,10.68,3,-2.907469686,1
3116,0,15,4,1.5,s12,s21,e12,e23,o14,7.51,1,-2.36590814,0
3116,1,12,12,2.75,s12,s21,e12,e23,o14,7.51,1,-2.326553666,1
3117,0,5,5,1.5,s12,s21,e13,e22,o11,3.04,1,-1.071735669,1
3117,1,5,15,2,s12,s21,e13,e22,o11,3.04,1,-2.23930555,0
3118,0,22,6,1.5,s11,s21,e12,e22,o11,10.32,3,-2.957393075,0
3118,1,14,15,3.5,s11,s21,e12,e22,o11,10.32,3,-2.946686581,1
3119,0,7,4,2,s12,s22,e11,e22,o13,3.56,1,-1.786616337,0
3119,1,5,17,2,s12,s22,e11,e22,o13,3.56,1,-1.27774416,1
3120,0,14,8,1.5,s11,s21,e12,e22,o11,6.73,2,-3.421076859,1
3120,1,10,20,2.75,s11,s21,e12,e22,o11,6.73,2,-5.249375861,0
3121,0,8,5,1.5,s12,s21,e12,e22,o13,3,1,-2.028090505,0
3121,1,5,14,2,s12,s21,e12,e22,o13,3,1,-1.739662558,1
3122,0,8,5,2,s12,s21,e11,e23,o13,3.2,1,-1.81798886,0
3122,1,4,16,2,s12,s21,e11,e23,o13,3.2,1,-0.852003998,1
3123,0,16,5,1.5,s13,s21,e13,e23,o12,8.4,3,-2.669801067,1
3123,1,13,13,2.75,s13,s21,e13,e23,o12,8.4,3,-2.891968622,0
3124,0,7,5,1.5,s12,s23,e13,e22,o12,2.79,1,-1.526082911,1
3124,1,5,16,2,s12,s23,e13,e22,o12,2.79,1,-2.400393616,0
3125,0,7,6,2,s12,s21,e13,e21,o13,3.15,2,-2.1628712,1
3125,1,5,18,2,s12,s21,e13,e21,o13,3.15,2,-4.738934856,0
3126,0,12,6,1.5,s11,s21,e11,e22,o11,6.36,3,-2.324132635,0
3126,1,10,18,2.75,s11,s21,e11,e22,o11,6.36,3,-2.176153795,1
3127,0,7,6,1.5,s11,s21,e12,e23,o14,2.55,3,-1.280517853,1
3127,1,4,17,2,s11,s21,e12,e23,o14,2.55,3,-2.043827297,0
3128,0,5,6,1.5,s11,s21,e12,e22,o12,2.3,2,-2.204490469,1
3128,1,3,16,2,s11,s21,e12,e22,o12,2.3,2,-3.06218676,0
3129,0,3,5,1.5,s11,s21,e12,e22,o11,2.03,3,-1.263770542,1
3129,1,3,21,2,s11,s21,e12,e22,o11,2.03,3,-2.571200942,0
3130,0,8,4,1.5,s11,s23,e12,e21,o14,3.4,2,-1.952311017,1
3130,1,5,17,2,s11,s23,e12,e21,o14,3.4,2,-3.929637278,0
3131,0,19,5,1.5,s11,s21,e12,e22,o12,12.06,3,-2.746855782,1
3131,1,19,17,3.5,s11,s21,e12,e22,o12,12.06,3,-3.392375119,0
3132,0,66,6,1.5,s12,s21,e11,e21,o12,33.77,1,-9.099329782,0
3132,1,56,14,6.5,s12,s21,e11,e21,o12,33.77,1,-7.505745631,1
3133,0,13,5,1.5,s12,s21,e13,e21,o14,4.8,1,-2.556829105,1
3133,1,7,18,2,s12,s21,e13,e21,o14,4.8,1,-2.975658508,0
3134,0,15,4,1.5,s11,s22,e12,e22,o14,8.81,2,-2.542206201,1
3134,1,14,12,2.75,s11,s22,e12,e22,o14,8.81,2,-3.574342886,0
3135,0,23,6,1.5,s12,s21,e13,e22,o11,11.9,1,-3.500093337,1
3135,1,18,16,3.5,s12,s21,e13,e22,o11,11.9,1,-3.997332433,0
3136,0,10,6,2,s13,s23,e12,e22,o13,4.82,3,-1.984634288,1
3136,1,8,16,2,s13,s23,e12,e22,o13,4.82,3,-2.497769906,0
3137,0,6,4,1.5,s12,s23,e11,e22,o13,2.67,2,-1.686422382,1
3137,1,4,18,2,s12,s23,e11,e22,o13,2.67,2,-3.171357564,0
3138,0,14,4,1.5,s11,s21,e12,e22,o13,10.03,3,-2.158224053,1
3138,1,15,12,3.5,s11,s21,e12,e22,o13,10.03,3,-2.780091893,0
3139,0,6,5,1.5,s12,s23,e11,e22,o11,2.26,1,-1.796106575,0
3139,1,4,18,2,s12,s23,e11,e22,o11,2.26,1,-1.357595648,1
3140,0,48,5,1.5,s11,s22,e13,e21,o13,22.69,2,-6.360603289,1
3140,1,37,13,5,s11,s22,e13,e21,o13,22.69,2,-6.950622103,0
3141,0,17,4,2,s12,s21,e11,e22,o12,7.44,1,-2.665287089,0
3141,1,12,17,2.75,s12,s21,e11,e22,o12,7.44,1,-2.501911419,1
3142,0,14,5,1.5,s11,s21,e11,e22,o13,5.42,3,-2.245975343,0
3142,1,8,16,2.75,s11,s21,e11,e22,o13,5.42,3,-1.577968654,1
3143,0,8,5,1.5,s12,s21,e12,e22,o12,5.42,1,-1.825447084,1
3143,1,8,14,2.75,s12,s21,e12,e22,o12,5.42,1,-2.228273634,0
3144,0,18,6,1.5,s11,s21,e11,e22,o11,9.72,3,-2.758308068,0
3144,1,15,15,2.75,s11,s21,e11,e22,o11,9.72,3,-1.907380852,1
3145,0,23,6,1.5,s11,s21,e12,e23,o13,9.05,3,-3.370100725,0
3145,1,13,16,2.75,s11,s21,e12,e23,o13,9.05,3,-2.90999367,1
3146,0,9,5,1.5,s11,s21,e11,e22,o11,6.06,3,-1.604690678,0
3146,1,8,14,2.75,s11,s21,e11,e22,o11,6.06,3,-1.132930842,1
3147,0,8,5,1.5,s11,s21,e11,e22,o13,4.2,3,-1.401339119,0
3147,1,6,11,2,s11,s21,e11,e22,o13,4.2,3,-0.430674972,1
3148,0,7,5,1.5,s12,s21,e13,e22,o11,5.51,1,-1.854473916,1
3148,1,8,13,2.75,s12,s21,e13,e22,o11,5.51,1,-2.559761823,0
3149,0,5,2,1.5,s12,s21,e12,e23,o12,2.57,1,-1.031357172,1
3149,1,4,19,2,s12,s21,e12,e23,o12,2.57,1,-2.174586589,0
3150,0,4,5,1.5,s11,s21,e12,e23,o11,2.02,3,-1.358863737,1
3150,1,3,15,2,s11,s21,e12,e23,o11,2.02,3,-1.397426042,0
3151,0,15,4,1.5,s12,s23,e12,e23,o11,6.54,1,-2.828747764,0
3151,1,10,11,2.75,s12,s23,e12,e23,o11,6.54,1,-1.81700803,1
3152,0,7,4,1.5,s11,s21,e13,e22,o13,3.3,3,-1.400189697,1
3152,1,5,16,2,s11,s21,e13,e22,o13,3.3,3,-2.372213484,0
3153,0,13,5,1.5,s12,s21,e12,e23,o13,8.7,1,-2.54032569,0
3153,1,14,12,2.75,s12,s21,e12,e23,o13,8.7,1,-2.291020147,1
3154,0,13,4,1.5,s11,s21,e12,e21,o11,6.77,1,-2.160049921,1
3154,1,10,15,2.75,s11,s21,e12,e21,o11,6.77,1,-2.47154155,0
3155,0,18,4,1.5,s12,s21,e11,e22,o12,7.36,1,-3.133393967,0
3155,1,12,14,2.75,s12,s21,e11,e22,o12,7.36,1,-1.741292323,1
3156,0,15,5,1.5,s12,s21,e12,e21,o12,7.42,1,-2.806475868,0
3156,1,11,14,2.75,s12,s21,e12,e21,o12,7.42,1,-2.462189333,1
3157,0,5,5,1.5,s12,s21,e12,e22,o12,3,3,-1.262931619,1
3157,1,4,17,2,s12,s21,e12,e22,o12,3,3,-1.999380704,0
3158,0,9,5,1.5,s12,s21,e11,e22,o12,5.73,1,-1.916518935,0
3158,1,9,18,2.75,s12,s21,e11,e22,o12,5.73,1,-1.814741723,1
3159,0,25,5,1.5,s11,s21,e11,e22,o13,11.34,3,-3.354159358,0
3159,1,17,12,3.5,s11,s21,e11,e22,o13,11.34,3,-1.872732164,1
3160,0,7,4,1.5,s11,s21,e12,e23,o14,4.06,3,-1.192427887,1
3160,1,5,16,2,s11,s21,e12,e23,o14,4.06,3,-1.95758859,0
3161,0,25,5,1.5,s12,s21,e12,e22,o11,11.05,1,-4.17702755,0
3161,1,18,15,3.5,s12,s21,e12,e22,o11,11.05,1,-3.530325536,1
3162,0,4,5,1.5,s11,s21,e13,e21,o13,2.16,3,-1.306721636,1
3162,1,3,12,2,s11,s21,e13,e21,o13,2.16,3,-1.490373366,0
3163,0,6,6,1.5,s11,s21,e11,e22,o13,2.18,3,-1.484260599,0
3163,1,3,15,2,s11,s21,e11,e22,o13,2.18,3,-0.699465179,1
3164,0,15,4,1.5,s12,s21,e12,e22,o11,6.41,1,-2.608147423,0
3164,1,10,13,2.75,s12,s21,e12,e22,o11,6.41,1,-2.145394005,1
3165,0,69,6,1.5,s12,s21,e11,e22,o11,41.09,1,-9.67306176,0
3165,1,62,13,8,s12,s21,e11,e22,o11,41.09,1,-8.307234505,1
3166,0,15,4,1.5,s12,s21,e12,e21,o13,6.66,1,-2.727213352,0
3166,1,9,15,2.75,s12,s21,e12,e21,o13,6.66,1,-2.451067417,1
3167,0,8,5,1.5,s12,s21,e11,e22,o13,4.65,1,-2.02642919,0
3167,1,7,13,2,s12,s21,e11,e22,o13,4.65,1,-0.94002289,1
3168,0,4,6,1.5,s12,s21,e11,e22,o14,2.32,1,-1.351512214,0
3168,1,3,14,2,s12,s21,e11,e22,o14,2.32,1,-0.68245699,1
3169,0,8,4,1.5,s12,s21,e12,e21,o14,3.47,1,-1.756570844,1
3169,1,5,15,2,s12,s21,e12,e21,o14,3.47,1,-2.00512,0
3170,0,19,6,1.5,s12,s22,e11,e22,o12,8.84,1,-3.199804937,0
3170,1,13,18,2.75,s12,s22,e11,e22,o12,8.84,1,-2.513067612,1
3171,0,5,6,1.5,s11,s23,e11,e21,o11,2.14,2,-1.951079387,1
3171,1,3,17,2,s11,s23,e11,e21,o11,2.14,2,-2.883679568,0
3172,0,5,5,1.5,s11,s21,e12,e22,o13,3.7,2,-1.940181047,1
3172,1,5,13,2,s11,s21,e12,e22,o13,3.7,2,-2.946227079,0
3173,0,8,4,1.5,s13,s21,e11,e22,o12,2.63,3,-1.331410679,0
3173,1,4,15,2,s13,s21,e11,e22,o12,2.63,3,-0.814452237,1
3174,0,9,4,1.5,s11,s21,e13,e22,o13,4.76,3,-1.460724089,1
3174,1,7,16,2,s11,s21,e13,e22,o13,4.76,3,-2.386454171,0
3175,0,14,4,2,s11,s21,e11,e22,o11,7.23,3,-2.114763793,0
3175,1,11,12,2.75,s11,s21,e11,e22,o11,7.23,3,-1.182536841,1
3176,0,7,4,1.5,s11,s21,e13,e21,o13,3.59,3,-1.374659309,1
3176,1,6,13,2,s11,s21,e13,e21,o13,3.59,3,-2.064417018,0
3177,0,8,4,1.5,s11,s21,e12,e22,o13,4.95,3,-1.694152359,0
3177,1,7,10,2,s11,s21,e12,e22,o13,4.95,3,-1.216358721,1
3178,0,4,4,1.5,s12,s22,e12,e21,o13,2.41,1,-1.135420556,1
3178,1,3,14,2,s12,s22,e12,e21,o13,2.41,1,-1.487589007,0
3179,0,17,6,1.5,s11,s21,e11,e22,o11,6.77,3,-2.620192852,0
3179,1,10,16,2.75,s11,s21,e11,e22,o11,6.77,3,-1.832969357,1
3180,0,6,6,1.5,s12,s23,e12,e21,o13,2.34,1,-1.762967558,1
3180,1,3,16,2,s12,s23,e12,e21,o13,2.34,1,-2.061857507,0
3181,0,12,6,1.5,s11,s21,e12,e21,o13,4.15,3,-2.159449895,0
3181,1,6,16,2,s11,s21,e12,e21,o13,4.15,3,-2.145538053,1
3182,0,29,7,2,s11,s21,e11,e21,o12,12.02,3,-4.10973967,0
3182,1,19,18,3.5,s11,s21,e11,e21,o12,12.02,3,-3.191575058,1
3183,0,11,5,1.5,s11,s21,e12,e22,o13,5.78,3,-1.729533911,1
3183,1,7,15,2.75,s11,s21,e12,e22,o13,5.78,3,-2.057084443,0
3184,0,7,5,2,s12,s21,e12,e22,o11,5.25,1,-1.629549441,1
3184,1,8,17,2.75,s12,s21,e12,e22,o11,5.25,1,-2.293025752,0
3185,0,4,5,1.5,s11,s23,e11,e22,o12,2.18,2,-1.972950678,1
3185,1,3,15,2,s11,s23,e11,e22,o12,2.18,2,-2.271169224,0
3186,0,8,4,1.5,s11,s21,e11,e22,o13,3.65,3,-1.340436826,0
3186,1,5,15,2,s11,s21,e11,e22,o13,3.65,3,-1.080391027,1
3187,0,15,5,2,s12,s21,e11,e22,o13,9.21,1,-2.660465749,0
3187,1,14,16,2.75,s12,s21,e11,e22,o13,9.21,1,-2.102107468,1
3188,0,6,2,1.5,s11,s21,e12,e22,o12,2.97,1,-1.166041299,1
3188,1,5,17,2,s11,s21,e12,e22,o12,2.97,1,-2.116326776,0
3189,0,4,4,2,s11,s21,e12,e22,o13,3.13,3,-1.35528553,1
3189,1,5,15,2,s11,s21,e12,e22,o13,3.13,3,-1.946320089,0
3190,0,9,6,2,s12,s21,e12,e21,o11,4.32,1,-2.08737826,1
3190,1,6,14,2,s12,s21,e12,e21,o11,4.32,1,-2.10609787,0
3191,0,4,4,1.5,s12,s21,e11,e22,o13,2.21,1,-1.213799277,1
3191,1,3,17,2,s12,s21,e11,e22,o13,2.21,1,-1.219879002,0
3192,0,27,3,1.5,s12,s21,e12,e21,o13,10.59,1,-3.697461299,0
3192,1,16,16,3.5,s12,s21,e12,e21,o13,10.59,1,-3.608130037,1
3193,0,7,6,1.5,s13,s23,e12,e22,o13,4.06,3,-1.888879418,0
3193,1,6,13,2,s13,s23,e12,e22,o13,4.06,3,-1.586104282,1
3194,0,7,5,1.5,s11,s22,e12,e22,o12,3.47,2,-1.961879857,1
3194,1,5,15,2,s11,s22,e12,e22,o12,3.47,2,-3.321573647,0
3195,0,8,5,1.5,s12,s21,e11,e23,o11,3.34,3,-1.730873117,0
3195,1,5,17,2,s12,s21,e11,e23,o11,3.34,3,-1.149493665,1
3196,0,5,6,2,s12,s21,e11,e21,o13,2.75,1,-1.580573416,0
3196,1,4,17,2,s12,s21,e11,e21,o13,2.75,1,-1.24013823,1
3197,0,5,5,1.5,s12,s21,e11,e22,o12,3.02,1,-1.472574625,0
3197,1,5,16,2,s12,s21,e11,e22,o12,3.02,1,-1.278223363,1
3198,0,5,5,1.5,s12,s21,e12,e22,o13,2.62,1,-1.385649481,1
3198,1,4,15,2,s12,s21,e12,e22,o13,2.62,1,-1.802447566,0
3199,0,9,3,1.5,s12,s22,e11,e22,o14,4.24,1,-1.805339235,0
3199,1,6,16,2,s12,s22,e11,e22,o14,4.24,1,-1.468735075,1
3200,0,17,5,1.5,s11,s21,e11,e23,o14,7.06,3,-2.700501215,0
3200,1,11,12,2.75,s11,s21,e11,e23,o14,7.06,3,-1.081179359,1
3201,0,44,6,1.5,s12,s21,e12,e22,o13,20.93,1,-6.674340277,0
3201,1,36,11,5,s12,s21,e12,e22,o13,20.93,1,-5.119329428,1
3202,0,12,5,1.5,s12,s21,e11,e22,o14,5.36,1,-2.375336359,0
3202,1,7,15,2.75,s12,s21,e11,e22,o14,5.36,1,-1.330807871,1
3203,0,5,5,2,s12,s21,e11,e22,o11,4.08,1,-1.677084241,0
3203,1,5,14,2,s12,s21,e11,e22,o11,4.08,1,-0.984659469,1
3204,0,26,6,1.5,s12,s23,e12,e23,o12,11.33,1,-4.189349041,0
3204,1,16,17,3.5,s12,s23,e12,e23,o12,11.33,1,-3.343845893,1
3205,0,10,5,1.5,s12,s23,e11,e22,o13,5.41,1,-2.042351083,0
3205,1,8,13,2.75,s12,s23,e11,e22,o13,5.41,1,-1.166938888,1
3206,0,9,6,1.5,s12,s21,e11,e21,o12,3.08,1,-2.105490352,0
3206,1,4,15,2,s12,s21,e11,e21,o12,3.08,1,-1.134872618,1
3207,0,6,5,2,s12,s21,e12,e22,o14,3.38,1,-1.526239961,1
3207,1,5,15,2,s12,s21,e12,e22,o14,3.38,1,-1.584133523,0
3208,0,9,7,1.5,s11,s21,e12,e22,o12,3.58,3,-2.291320095,0
3208,1,5,15,2,s11,s21,e12,e22,o12,3.58,3,-1.619497279,1
3209,0,6,6,1.5,s11,s21,e12,e23,o12,3.52,3,-1.755662026,0
3209,1,5,15,2,s11,s21,e12,e23,o12,3.52,3,-1.626103509,1
3210,0,22,6,1.5,s12,s22,e12,e21,o13,8.65,1,-3.663266355,0
3210,1,13,14,2.75,s12,s22,e12,e21,o13,8.65,1,-2.896515828,1
3211,0,4,4,2,s12,s21,e11,e22,o11,2.05,1,-1.165638149,0
3211,1,3,13,2,s12,s21,e11,e22,o11,2.05,1,-0.537304318,1
3212,0,5,4,1.5,s11,s23,e12,e23,o12,2.51,2,-1.44690046,1
3212,1,4,15,2,s11,s23,e12,e23,o12,2.51,2,-3.368542942,0
3213,0,6,5,1.5,s12,s23,e12,e21,o13,3.1,1,-1.7133428,1
3213,1,5,17,2,s12,s23,e12,e21,o13,3.1,1,-2.434326951,0
3214,0,10,5,1.5,s11,s21,e12,e23,o12,6.1,3,-1.735888824,1
3214,1,8,15,2.75,s11,s21,e12,e23,o12,6.1,3,-1.865661681,0
3215,0,11,4,1.5,s12,s21,e12,e23,o12,5.96,3,-1.844712137,1
3215,1,9,18,2.75,s12,s21,e12,e23,o12,5.96,3,-2.628681205,0
3216,0,8,4,2,s11,s21,e13,e21,o13,4.6,3,-1.41780741,1
3216,1,6,13,2,s11,s21,e13,e21,o13,4.6,3,-2.4347574,0
3217,0,17,6,1.5,s12,s21,e12,e22,o11,7.94,1,-3.080980975,0
3217,1,12,15,2.75,s12,s21,e12,e22,o11,7.94,1,-2.666105426,1
3218,0,15,3,2,s12,s23,e13,e22,o13,7.19,2,-2.450958197,1
3218,1,10,14,2.75,s12,s23,e13,e22,o13,7.19,2,-4.070235344,0
3219,0,12,4,1.5,s12,s22,e13,e22,o13,8.76,1,-2.170230275,1
3219,1,12,15,2.75,s12,s22,e13,e22,o13,8.76,1,-3.036039089,0
3220,0,7,7,1.5,s12,s23,e11,e22,o12,2.84,1,-1.93143098,0
3220,1,5,14,2,s12,s23,e11,e22,o12,2.84,1,-0.762761304,1
3221,0,11,3,1.5,s11,s21,e12,e22,o13,6.62,3,-1.638056615,1
3221,1,10,16,2.75,s11,s21,e12,e22,o13,6.62,3,-2.385875831,0
3222,0,26,5,2,s11,s23,e12,e22,o13,14.28,2,-3.807627996,1
3222,1,22,15,3.5,s11,s23,e12,e22,o13,14.28,2,-5.109591595,0
3223,0,11,5,2,s12,s21,e11,e23,o11,5.14,1,-2.242498697,0
3223,1,8,15,2.75,s12,s21,e11,e23,o11,5.14,1,-0.961428399,1
3224,0,6,6,1.5,s12,s21,e13,e22,o13,2.86,1,-1.659387319,1
3224,1,4,11,2,s12,s21,e13,e22,o13,2.86,1,-1.831465069,0
3225,0,4,5,1.5,s12,s21,e12,e22,o12,2.05,1,-1.488317684,1
3225,1,3,15,2,s12,s21,e12,e22,o12,2.05,1,-1.601237835,0
3226,0,5,5,1.5,s11,s21,e12,e22,o12,2.98,3,-1.429795278,1
3226,1,5,15,2,s11,s21,e12,e22,o12,2.98,3,-1.728632864,0
3227,0,12,5,1.5,s11,s23,e12,e21,o13,5.5,2,-2.398978808,1
3227,1,8,16,2.75,s11,s23,e12,e21,o13,5.5,2,-3.820881662,0
3228,0,24,5,1.5,s11,s21,e12,e22,o13,12.54,3,-3.297299278,1
3228,1,19,17,3.5,s11,s21,e12,e22,o13,12.54,3,-3.684596732,0
3229,0,13,6,1.5,s11,s21,e11,e23,o14,6.21,3,-2.393374527,0
3229,1,9,18,2.75,s11,s21,e11,e23,o14,6.21,3,-1.483819048,1
3230,0,9,6,1.5,s11,s21,e11,e22,o12,3.44,3,-2.020230203,0
3230,1,5,18,2,s11,s21,e11,e22,o12,3.44,3,-1.794610304,1
3231,0,6,7,1.5,s11,s21,e11,e21,o13,3.27,3,-1.877652944,0
3231,1,5,15,2,s11,s21,e11,e21,o13,3.27,3,-0.963548013,1
3232,0,6,5,1.5,s11,s21,e12,e22,o14,2.94,3,-1.289041643,1
3232,1,4,14,2,s11,s21,e12,e22,o14,2.94,3,-1.771485125,0
3233,0,6,4,1.5,s11,s21,e12,e21,o12,2.51,3,-0.99777619,1
3233,1,4,14,2,s11,s21,e12,e21,o12,2.51,3,-1.62082751,0
3234,0,12,5,1.5,s12,s21,e12,e21,o12,4.51,1,-2.15344481,1
3234,1,7,15,2,s12,s21,e12,e21,o12,4.51,1,-2.18148712,0
3235,0,6,5,2,s11,s21,e13,e21,o12,2.51,3,-1.349896649,1
3235,1,3,17,2,s11,s21,e13,e21,o12,2.51,3,-2.531105743,0
3236,0,15,5,2,s11,s21,e12,e22,o13,6.18,3,-2.557573821,1
3236,1,9,16,2.75,s11,s21,e12,e22,o13,6.18,3,-2.720085577,0
3237,0,14,6,1.5,s12,s23,e12,e22,o13,6.18,1,-2.721529602,0
3237,1,9,16,2.75,s12,s23,e12,e22,o13,6.18,1,-2.409284379,1
3238,0,10,5,1.5,s12,s21,e13,e23,o14,4.76,1,-2.078307216,1
3238,1,7,16,2,s12,s21,e13,e23,o14,4.76,1,-2.551806093,0
3239,0,11,5,1.5,s13,s21,e13,e23,o13,5.56,3,-2.089353866,1
3239,1,9,14,2.75,s13,s21,e13,e23,o13,5.56,3,-2.340260137,0
3240,0,6,6,2,s11,s21,e12,e21,o12,2.75,3,-1.617614697,1
3240,1,4,16,2,s11,s21,e12,e21,o12,2.75,3,-1.999033185,0
3241,0,6,5,1.5,s11,s21,e11,e22,o11,2.12,3,-1.366560004,0
3241,1,3,13,2,s11,s21,e11,e22,o11,2.12,3,-0.566404157,1
3242,0,6,4,2,s12,s21,e12,e23,o12,3.87,1,-1.519298535,1
3242,1,6,14,2,s12,s21,e12,e23,o12,3.87,1,-1.801992808,0
3243,0,4,7,1.5,s11,s23,e11,e22,o11,2.27,2,-2.03025025,1
3243,1,3,16,2,s11,s23,e11,e22,o11,2.27,2,-2.868968931,0
3244,0,19,4,1.5,s12,s21,e11,e22,o12,7.02,1,-2.982566011,0
3244,1,9,14,2.75,s12,s21,e11,e22,o12,7.02,1,-1.240260629,1
3245,0,5,5,1.5,s11,s21,e12,e22,o12,2.85,3,-1.312714092,1
3245,1,4,17,2,s11,s21,e12,e22,o12,2.85,3,-2.155948883,0
3246,0,6,5,1.5,s12,s23,e13,e21,o13,2.87,1,-1.517495522,1
3246,1,4,15,2,s12,s23,e13,e21,o13,2.87,1,-2.171487692,0
3247,0,19,4,2,s11,s23,e11,e21,o13,12.05,2,-3.015951169,1
3247,1,17,15,3.5,s11,s23,e11,e21,o13,12.05,2,-3.932733815,0
3248,0,7,5,2,s12,s22,e12,e22,o13,5.07,1,-1.85355471,1
3248,1,7,14,2.75,s12,s22,e12,e22,o13,5.07,1,-2.045686067,0
3249,0,8,5,2,s11,s21,e11,e22,o12,2.92,3,-1.673456205,0
3249,1,5,15,2,s11,s21,e11,e22,o12,2.92,3,-1.122490154,1
3250,0,9,5,1.5,s11,s23,e11,e22,o13,4.59,2,-2.263390661,1
3250,1,6,17,2,s11,s23,e11,e22,o13,4.59,2,-3.22582098,0
3251,0,5,6,1.5,s13,s23,e12,e23,o14,2.14,3,-1.604221268,1
3251,1,3,14,2,s13,s23,e12,e23,o14,2.14,3,-1.607344181,0
3252,0,7,5,1.5,s12,s21,e11,e22,o11,3.66,3,-1.763002475,0
3252,1,5,15,2,s12,s21,e11,e22,o11,3.66,3,-1.066268935,1
3253,0,17,6,2,s12,s21,e12,e22,o11,12.68,1,-2.922684138,1
3253,1,19,15,3.5,s12,s21,e12,e22,o11,12.68,1,-3.832345259,0
3254,0,45,6,1.5,s12,s21,e11,e22,o13,21.42,1,-6.712849279,0
3254,1,31,14,5,s12,s21,e11,e22,o13,21.42,1,-4.318838522,1
3255,0,14,4,1.5,s12,s21,e13,e22,o13,5.86,1,-2.529955121,1
3255,1,9,17,2.75,s12,s21,e13,e22,o13,5.86,1,-3.0736954,0
3256,0,13,6,1.5,s12,s21,e12,e21,o13,6.08,1,-3.001581937,0
3256,1,10,14,2.75,s12,s21,e12,e21,o13,6.08,1,-2.571715748,1
3257,0,19,6,1.5,s12,s21,e12,e22,o13,8.75,1,-3.246549209,1
3257,1,13,17,2.75,s12,s21,e12,e22,o13,8.75,1,-3.307701822,0
3258,0,11,4,1.5,s11,s21,e12,e22,o13,5.43,3,-1.952194416,1
3258,1,8,17,2.75,s11,s21,e12,e22,o13,5.43,3,-2.453187613,0
3259,0,3,6,1.5,s11,s23,e12,e22,o12,2.02,2,-1.807720357,1
3259,1,3,11,2,s11,s23,e12,e22,o12,2.02,2,-2.022381535,0
3260,0,13,6,1.5,s12,s21,e11,e22,o12,6.18,1,-2.824079727,0
3260,1,10,16,2.75,s12,s21,e11,e22,o12,6.18,1,-1.935942388,1
3261,0,14,5,1.5,s11,s21,e11,e21,o11,7.53,3,-2.234998513,0
